player_id,position,birthday,country,weight,height,foot,sta_Num_leagues,sta_Num_team
111002,G,NaN,NaN,NaN,NaN,NaN,1,1
111003,M,NaN,NaN,NaN,NaN,NaN,1,1
111004,F,NaN,NaN,NaN,NaN,NaN,1,1
111005,M,NaN,NaN,NaN,NaN,NaN,1,1
111006,M,NaN,NaN,NaN,NaN,NaN,1,1
111007,D,NaN,NaN,NaN,NaN,NaN,1,1
111008,F,NaN,NaN,NaN,NaN,NaN,1,1
111009,M,NaN,NaN,NaN,NaN,NaN,1,1
111010,F,NaN,NaN,NaN,NaN,NaN,1,1
111011,G,NaN,NaN,NaN,NaN,NaN,NaN,1
111012,M,NaN,NaN,NaN,NaN,NaN,1,2
111013,D,NaN,NaN,NaN,NaN,NaN,1,1
111014,D,NaN,NaN,NaN,NaN,NaN,NaN,1
111015,M,NaN,NaN,NaN,NaN,NaN,NaN,1
11108,M,1993-01-10,Denmark,78,182,right,4,7
11123,M,1999-03-25,Netherlands,0,0,right,4,5
11126,F,1996-01-18,Greece,65,178,both,3,5
11133,G,1991-03-18,Canada,82,188,,2,3
11134,D,1991-10-28,Sweden,70,176,right,2,3
11135,D,1987-11-14,NaN,76,180,right,2,7
11136,M,1990-12-24,Sweden,64,170,,2,7
11137,M,1996-01-31,Sweden,74,178,left,2,8
11138,D,1991-01-08,Sweden,76,180,,2,5
11139,G,1992-10-21,Sweden,95,191,,2,4
11141,M,1997-03-28,Sweden,0,0,,2,3
11142,F,2002-04-03,Sweden,0,0,,2,1
11143,D,2001-06-20,Sweden,0,0,,1,1
111440,G,NaN,NaN,NaN,NaN,NaN,1,3
11160,F,1991-08-24,Germany,74,185,left,4,10
11172,M,1998-05-10,Germany,79,184,left,4,10
11179,G,1991-03-15,Germany,90,190,right,3,5
11180,D,1994-12-08,Germany,80,182,right,3,6
11181,D,1994-11-06,Germany,86,194,right,3,6
11182,D,1993-02-17,Germany,92,193,right,3,8
11183,M,1998-01-15,Germany,76,178,right,5,7
11185,M,1990-10-03,Germany,85,189,right,3,3
11186,M,1995-08-24,Germany,78,183,left,4,6
11188,G,1990-11-05,Germany,85,191,left,2,3
11189,F,1992-08-16,Germany,75,186,right,3,8
11190,M,1992-07-01,Austria,72,179,right,3,9
11191,M,2000-07-06,Germany,70,175,,3,1
11192,F,1993-02-01,Germany,82,183,left,3,10
11193,D,1988-04-01,Germany,79,179,left,2,10
11194,M,1985-11-18,Germany,75,180,right,3,3
11198,D,2000-05-19,Germany,80,187,right,4,6
11199,D,1993-05-25,Netherlands,75,188,right,4,10
11206,F,1994-09-13,Finland,83,184,right,5,11
112113,M,NaN,NaN,NaN,NaN,NaN,NaN,3
11212,M,1999-03-18,Germany,86,186,both,7,10
11227,G,1988-08-28,Spain,78,185,right,2,9
11228,D,1987-05-15,Spain,75,177,right,3,8
11229,D,1992-01-08,Portugal,78,187,right,2,7
11230,D,1990-05-15,Spain,78,180,left,2,5
11231,D,1989-09-05,Spain,77,182,left,2,7
11232,M,1986-11-24,Spain,73,183,both,2,9
11233,M,1986-03-19,Senegal,73,180,right,2,9
11234,M,1993-08-23,Uruguay,66,173,right,5,8
11235,M,1986-01-27,Chile,58,169,right,2,13
11236,F,1990-02-26,Spain,77,181,right,1,5
11237,G,1992-01-24,Serbia,81,190,right,3,9
11238,M,1996-08-01,Spain,74,180,right,3,2
11239,M,1992-01-23,Spain,65,180,right,2,3
11240,M,1988-02-04,Argentina,65,166,right,4,4
11241,M,1993-03-27,Argentina,76,182,right,3,6
11242,D,1992-01-09,Argentina,77,188,right,2,4
11243,F,1989-11-25,Spain,79,186,right,2,4
11244,M,1999-02-22,Spain,62,174,right,5,8
11247,D,1996-08-15,Ghana,71,180,left,5,8
11248,M,1988-06-06,Spain,0,178,right,3,5
11249,M,2001-06-04,Japan,67,173,left,8,11
11250,M,1990-12-31,Ivory Coast,79,180,right,2,5
11251,G,1987-12-31,Spain,79,184,right,3,8
11266,F,1991-12-20,England,67,175,right,3,5
11267,F,1992-12-15,Senegal,80,189,right,3,7
11268,M,NaN,NaN,NaN,NaN,NaN,6,4
11269,M,1991-01-31,England,78,183,right,2,7
11270,D,1991-04-23,England,80,191,left,3,8
11271,D,1998-04-22,England,64,170,left,5,8
11272,M,1995-06-17,Hungary,74,178,both,8,5
11273,F,1991-08-05,Austria,76,179,right,3,11
11274,D,1993-05-15,Czech Republic,71,184,right,5,15
11275,G,1996-09-08,England,80,188,,3,4
11276,M,2001-07-07,France,0,0,,6,4
11277,F,1990-06-01,NaN,69,170,right,4,9
11278,D,1984-08-23,Wales,77,183,right,5,8
11279,M,1995-12-07,Sweden,64,178,right,4,9
11280,D,1997-07-13,Croatia,80,194,right,7,11
11281,D,1990-12-06,England,71,175,right,3,10
11282,G,1996-12-13,Slovakia,69,194,right,7,7
11283,F,1993-10-18,Portugal,72,175,right,4,12
11284,M,1991-11-20,France,69,172,left,4,9
11285,D,1987-10-05,USA,79,186,left,6,4
11286,D,1992-07-19,Jamaica,82,193,right,5,17
11287,F,1993-02-02,England,61,170,right,4,9
11288,F,1994-09-16,Serbia,90,188,right,8,9
11289,M,1989-12-28,Ireland,70,176,left,6,10
11290,D,1988-05-27,Belgium,71,178,right,4,7
11291,M,1991-01-20,Scotland,83,185,left,4,7
11292,G,1992-05-24,England,82,194,right,3,7
11293,D,2000-05-18,England,66,174,both,4,5
11294,M,1992-03-10,NaN,65,170,both,4,7
11295,M,1991-01-08,Norway,78,182,right,7,8
11296,M,1988-11-04,Scotland,95,192,right,4,9
11297,F,1995-03-07,France,81,177,right,5,5
11300,G,1992-10-02,Brazil,91,193,right,6,5
11301,D,1989-07-05,Croatia,84,188,both,10,8
11302,G,1987-01-03,Spain,80,190,right,5,5
11303,F,1995-01-16,Japan,68,174,right,11,8
11304,D,2002-01-18,Netherlands,0,174,right,8,4
11305,G,1998-05-14,England,77,188,right,4,7
11306,D,1991-04-29,England,78,180,right,4,12
11307,D,1996-04-06,England,68,180,,5,6
11308,M,1997-02-03,England,71,175,right,5,7
11311,D,1993-02-23,Spain,76,183,left,4,3
11312,F,1997-09-14,England,80,187,right,6,10
11313,M,1989-11-26,England,76,183,right,4,5
11334,G,1999-01-25,Germany,87,191,right,2,7
11360,G,2000-08-23,Germany,0,190,,2,3
11418,D,1997-03-25,Germany,70,179,left,4,6
114219,M,NaN,NaN,NaN,NaN,NaN,3,8
11434,D,1995-01-06,Germany,84,191,left,3,7
11450,D,1999-02-04,Germany,0,180,left,5,4
11452,M,2001-04-04,Germany,0,0,left,5,4
11453,D,2000-03-28,USA,0,188,right,6,7
11455,G,1999-04-04,Germany,84,192,right,4,3
11457,D,2001-04-27,Austria,0,185,both,4,4
11521,M,2001-02-12,Brazil,0,0,,3,4
11647,D,1992-07-08,Ukraine,91,194,right,3,9
11648,D,1989-03-18,Russia,75,179,right,2,8
11650,D,1988-02-18,Russia,83,190,right,5,9
11651,D,1997-03-02,Russia,67,177,left,3,14
11652,F,1990-09-08,Nigeria,73,173,right,1,4
11653,F,NaN,NaN,NaN,NaN,NaN,5,6
11655,D,1999-02-23,Russia,87,193,,4,6
11656,D,1994-06-06,Russia,75,184,left,2,4
11657,F,1994-03-01,Germany,79,183,both,4,9
11658,M,1988-02-09,NaN,78,183,right,3,6
11659,D,1990-03-15,Russia,79,181,left,1,9
11660,M,1988-12-25,Russia,67,165,left,2,4
11662,F,1989-10-16,Russia,81,185,right,2,10
11663,D,1991-09-27,Russia,80,188,left,2,8
