league,season,match_id,status,round_name,referee_id,venue_id,stage_name,group_name,week,deleted,datetime,home_tean_id,home_form,home_coach_id,away_tean_id,away_form,away_coach_id,home_score,away_score,ht_score,ft_score,home_standings_position,away_standings_position,weather_desc,fahrenheit,wind_kmph,wind_miles,wind_direction,humidity_percent,pressure,result
J1,2019,497690,Finished,3,NaN,2522,NaN,NaN,10,0,2019-03-09 08:00:00,1053,NaN,NaN,1035,NaN,NaN,1,0,0-0,1-0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,home
J1,2019,497691,Finished,3,NaN,1590,NaN,NaN,10,0,2019-03-09 08:00:00,1045,NaN,NaN,1051,NaN,NaN,0,1,0-1,0-1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,away
J1,2019,497692,Finished,3,NaN,1587,NaN,NaN,10,0,2019-03-10 06:00:00,1047,NaN,NaN,1041,NaN,NaN,1,3,1-1,1-3,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,away
J1,2019,497693,Finished,3,NaN,1253,NaN,NaN,10,0,2019-03-10 06:00:00,1039,NaN,NaN,1046,NaN,NaN,2,0,0-0,2-0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,home
J1,2019,497694,Finished,3,NaN,1343,NaN,NaN,10,0,2019-03-10 06:00:00,1048,NaN,NaN,1050,NaN,NaN,2,2,1-1,2-2,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,draw
J1,2019,497695,Finished,4,NaN,2413,NaN,NaN,11,0,2019-03-17 05:00:00,1046,NaN,NaN,1036,NaN,NaN,1,0,0-0,1-0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,home
J1,2019,497696,Finished,4,NaN,1253,NaN,NaN,11,0,2019-03-17 05:30:00,1039,NaN,NaN,1040,NaN,NaN,1,0,0-0,1-0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,home
J1,2019,497697,Finished,4,NaN,3173,NaN,NaN,11,0,2019-03-17 06:00:00,1049,NaN,NaN,1053,NaN,NaN,1,3,0-2,1-3,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,away
J1,2019,497698,Finished,4,NaN,1928,NaN,NaN,11,0,2019-03-17 06:00:00,1041,NaN,NaN,1043,NaN,NaN,1,1,0-0,1-1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,draw
J1,2019,497699,Finished,4,NaN,1589,NaN,NaN,11,0,2019-03-17 07:00:00,1050,NaN,NaN,1037,NaN,NaN,0,1,0-0,0-1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,away
J1,2019,497700,Finished,4,NaN,1590,NaN,NaN,11,0,2019-03-17 07:00:00,1045,NaN,NaN,1052,NaN,NaN,1,2,0-0,1-2,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,away
J1,2019,497701,Finished,4,NaN,1930,NaN,NaN,11,0,2019-03-17 07:00:00,1051,NaN,NaN,1042,NaN,NaN,1,0,0-0,1-0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,home
J1,2019,497702,Finished,4,NaN,2414,NaN,NaN,11,0,2019-03-17 08:00:00,1044,NaN,NaN,1048,NaN,NaN,2,0,0-0,2-0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,home
J1,2019,497703,Finished,4,NaN,1443,NaN,NaN,11,0,2019-03-17 09:00:00,1035,NaN,NaN,1047,NaN,NaN,2,1,1-0,2-1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,home
J1,2019,497704,Finished,5,NaN,1343,NaN,NaN,13,0,2019-03-29 11:30:00,1048,NaN,NaN,1046,NaN,NaN,0,0,0-0,0-0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,draw
J1,2019,497705,Finished,5,NaN,2411,NaN,NaN,13,0,2019-03-30 06:00:00,1040,NaN,NaN,1049,NaN,NaN,4,0,3-0,4-0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,home
J1,2019,497706,Finished,5,NaN,1587,NaN,NaN,13,0,2019-03-30 06:00:00,1047,NaN,NaN,1045,NaN,NaN,0,2,0-1,0-2,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,away
J1,2019,497707,Finished,5,NaN,2412,NaN,NaN,13,0,2019-03-30 06:00:00,1052,NaN,NaN,1039,NaN,NaN,1,1,0-0,1-1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,draw
J1,2019,497708,Finished,5,NaN,2277,NaN,NaN,13,0,2019-03-30 07:00:00,1036,NaN,NaN,1053,NaN,NaN,1,1,0-0,1-1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,draw
J1,2019,497709,Finished,5,NaN,2862,NaN,NaN,13,0,2019-03-30 09:00:00,1037,NaN,NaN,1041,NaN,NaN,3,4,2-1,3-4,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,away
J1,2019,497710,Finished,5,NaN,2414,NaN,NaN,13,0,2019-03-30 11:00:00,1044,NaN,NaN,1051,NaN,NaN,0,1,0-0,0-1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,away
J1,2019,497711,Finished,5,NaN,2866,NaN,NaN,13,0,2019-03-31 07:00:00,1042,NaN,NaN,1050,NaN,NaN,0,2,0-1,0-2,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,away
J1,2019,497712,Finished,5,NaN,1926,NaN,NaN,13,0,2019-03-31 07:00:00,1043,NaN,NaN,1035,NaN,NaN,1,3,1-2,1-3,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,away
J1,2019,497713,Finished,6,NaN,2522,NaN,NaN,14,0,2019-04-05 12:00:00,1053,NaN,NaN,1040,NaN,NaN,2,1,0-0,2-1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,home
J1,2019,497714,Finished,6,NaN,1589,NaN,NaN,14,0,2019-04-05 12:00:00,1050,NaN,NaN,1045,NaN,NaN,1,1,0-1,1-1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,draw
J1,2019,497715,Finished,6,NaN,2412,NaN,NaN,14,0,2019-04-05 12:30:00,1052,NaN,NaN,1048,NaN,NaN,0,3,0-1,0-3,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,away
J1,2019,497716,Finished,6,NaN,3173,NaN,NaN,14,0,2019-04-06 06:00:00,1049,NaN,NaN,1044,NaN,NaN,1,2,0-2,1-2,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,away
J1,2019,497717,Finished,6,NaN,1587,NaN,NaN,14,0,2019-04-06 07:00:00,1047,NaN,NaN,1046,NaN,NaN,3,0,1-0,3-0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,home
J1,2019,497718,Finished,6,NaN,1253,NaN,NaN,14,0,2019-04-06 07:00:00,1039,NaN,NaN,1043,NaN,NaN,2,1,0-0,2-1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,home
J1,2019,497719,Finished,6,NaN,1930,NaN,NaN,14,0,2019-04-06 07:00:00,1051,NaN,NaN,1037,NaN,NaN,3,0,2-0,3-0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,home
J1,2019,497720,Finished,6,NaN,1443,NaN,NaN,14,0,2019-04-06 09:00:00,1035,NaN,NaN,1036,NaN,NaN,0,2,0-0,0-2,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,away
J1,2019,497721,Finished,6,NaN,2866,NaN,NaN,14,0,2019-04-06 12:00:00,1042,NaN,NaN,1041,NaN,NaN,2,1,2-0,2-1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,home
J1,2019,497722,Finished,7,NaN,1590,NaN,NaN,15,0,2019-04-13 08:00:00,1045,NaN,NaN,1049,NaN,NaN,0,1,0-0,0-1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,away
J1,2019,497723,Finished,7,NaN,1343,NaN,NaN,15,0,2019-04-13 12:00:00,1048,NaN,NaN,1040,NaN,NaN,1,1,1-1,1-1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,draw
J1,2019,497724,Finished,7,NaN,2413,NaN,NaN,15,0,2019-04-14 07:00:00,1046,NaN,NaN,1050,NaN,NaN,0,1,0-0,0-1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,away
J1,2019,497725,Finished,7,NaN,1253,NaN,NaN,15,0,2019-04-14 07:00:00,1039,NaN,NaN,1053,NaN,NaN,3,1,3-0,3-1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,home
J1,2019,497726,Finished,7,NaN,4996,NaN,NaN,15,0,2019-04-14 08:00:00,1036,NaN,NaN,1043,NaN,NaN,1,2,0-1,1-2,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,away
J1,2019,497727,Finished,7,NaN,2862,NaN,NaN,15,0,2019-04-14 09:00:00,1037,NaN,NaN,1052,NaN,NaN,0,1,0-0,0-1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,away
J1,2019,497728,Finished,7,NaN,1928,NaN,NaN,15,0,2019-04-14 09:00:00,1041,NaN,NaN,1051,NaN,NaN,2,4,2-1,2-4,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,away
J1,2019,497729,Finished,7,NaN,2414,NaN,NaN,15,0,2019-04-14 09:00:00,1044,NaN,NaN,1047,NaN,NaN,2,0,0-0,2-0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,home
J1,2019,497730,Finished,7,NaN,1443,NaN,NaN,15,0,2019-04-14 10:00:00,1035,NaN,NaN,1042,NaN,NaN,1,1,0-0,1-1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,draw
J1,2019,497731,Finished,8,NaN,1589,NaN,NaN,16,0,2019-04-19 12:00:00,1050,NaN,NaN,1035,NaN,NaN,2,0,2-0,2-0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,home
J1,2019,497732,Finished,8,NaN,1930,NaN,NaN,16,0,2019-04-19 12:00:00,1051,NaN,NaN,1039,NaN,NaN,0,1,0-0,0-1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,away
J1,2019,497733,Finished,8,NaN,2412,NaN,NaN,16,0,2019-04-20 06:00:00,1052,NaN,NaN,1041,NaN,NaN,1,0,1-0,1-0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,home
J1,2019,497734,Finished,8,NaN,3173,NaN,NaN,16,0,2019-04-20 06:00:00,1049,NaN,NaN,1048,NaN,NaN,3,0,3-0,3-0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,home
J1,2019,497735,Finished,8,NaN,2866,NaN,NaN,16,0,2019-04-20 07:00:00,1042,NaN,NaN,1046,NaN,NaN,1,0,1-0,1-0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,home
J1,2019,497736,Finished,8,NaN,4808,NaN,NaN,16,0,2019-04-20 07:00:00,1040,NaN,NaN,1036,NaN,NaN,1,0,0-0,1-0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,home
J1,2019,497737,Finished,8,NaN,2522,NaN,NaN,16,0,2019-04-20 08:00:00,1053,NaN,NaN,1047,NaN,NaN,1,0,0-0,1-0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,home
J1,2019,497738,Finished,8,NaN,1926,NaN,NaN,16,0,2019-04-20 08:00:00,1043,NaN,NaN,1045,NaN,NaN,1,0,0-0,1-0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,home
J1,2019,497739,Finished,8,NaN,2862,NaN,NaN,16,0,2019-04-20 09:00:00,1037,NaN,NaN,1044,NaN,NaN,1,1,0-1,1-1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,draw
J1,2019,497740,Finished,9,NaN,1590,NaN,NaN,17,0,2019-04-27 07:00:00,1045,NaN,NaN,1044,NaN,NaN,0,0,0-0,0-0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,draw
J1,2019,497741,Finished,9,NaN,1587,NaN,NaN,17,0,2019-04-28 06:00:00,1047,NaN,NaN,1037,NaN,NaN,2,1,1-1,2-1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,home
J1,2019,497742,Finished,9,NaN,1343,NaN,NaN,17,0,2019-04-28 06:00:00,1048,NaN,NaN,1053,NaN,NaN,2,1,0-1,2-1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,home
J1,2019,497743,Finished,9,NaN,2413,NaN,NaN,17,0,2019-04-28 07:00:00,1046,NaN,NaN,1035,NaN,NaN,0,2,0-0,0-2,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,away
J1,2019,497744,Finished,9,NaN,1928,NaN,NaN,17,0,2019-04-28 07:00:00,1041,NaN,NaN,1050,NaN,NaN,1,2,0-2,1-2,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,away
J1,2019,497745,Finished,9,NaN,1253,NaN,NaN,17,0,2019-04-28 07:00:00,1039,NaN,NaN,1042,NaN,NaN,2,0,1-0,2-0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,home
J1,2019,497746,Finished,9,NaN,2277,NaN,NaN,17,0,2019-04-28 08:00:00,1036,NaN,NaN,1049,NaN,NaN,1,2,0-2,1-2,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,away
J1,2019,497747,Finished,9,NaN,2411,NaN,NaN,17,0,2019-04-28 08:00:00,1040,NaN,NaN,1051,NaN,NaN,1,0,1-0,1-0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,home
J1,2019,497748,Finished,9,NaN,1926,NaN,NaN,17,0,2019-04-28 09:00:00,1043,NaN,NaN,1052,NaN,NaN,0,2,0-0,0-2,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,away
J1,2019,497749,Finished,10,NaN,2412,NaN,NaN,18,0,2019-05-03 07:00:00,1052,NaN,NaN,1036,NaN,NaN,0,1,0-0,0-1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,away
J1,2019,497750,Finished,10,NaN,1930,NaN,NaN,18,0,2019-05-03 07:00:00,1051,NaN,NaN,1048,NaN,NaN,0,1,0-1,0-1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,away
J1,2019,497751,Finished,10,NaN,2522,NaN,NaN,18,0,2019-05-03 08:00:00,1053,NaN,NaN,1043,NaN,NaN,3,0,1-0,3-0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,home
J1,2019,497752,Finished,10,NaN,1589,NaN,NaN,18,0,2019-05-03 08:00:00,1050,NaN,NaN,1047,NaN,NaN,3,1,2-0,3-1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,home
J1,2019,497753,Finished,10,NaN,3173,NaN,NaN,18,0,2019-05-04 07:00:00,1049,NaN,NaN,1041,NaN,NaN,2,1,0-0,2-1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,home
J1,2019,497754,Finished,10,NaN,2866,NaN,NaN,18,0,2019-05-04 07:00:00,1042,NaN,NaN,1045,NaN,NaN,0,2,0-1,0-2,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,away
J1,2019,497755,Finished,10,NaN,1443,NaN,NaN,18,0,2019-05-04 09:00:00,1035,NaN,NaN,1040,NaN,NaN,1,1,1-0,1-1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,draw
J1,2019,497756,Finished,10,NaN,2862,NaN,NaN,18,0,2019-05-04 09:00:00,1037,NaN,NaN,1039,NaN,NaN,0,0,0-0,0-0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,draw
J1,2019,497757,Finished,10,NaN,2414,NaN,NaN,18,0,2019-05-04 09:00:00,1044,NaN,NaN,1046,NaN,NaN,2,0,0-0,2-0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,home
J1,2019,497758,Finished,11,NaN,2413,NaN,NaN,19,0,2019-05-11 07:00:00,1046,NaN,NaN,1037,NaN,NaN,3,1,1-0,3-1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,home
J1,2019,497759,Finished,11,NaN,1590,NaN,NaN,19,0,2019-05-11 08:00:00,1045,NaN,NaN,1048,NaN,NaN,3,0,1-0,3-0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,home
J1,2019,497760,Finished,11,NaN,2866,NaN,NaN,19,0,2019-05-12 06:00:00,1042,NaN,NaN,1049,NaN,NaN,0,0,0-0,0-0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,draw
J1,2019,497761,Finished,11,NaN,1587,NaN,NaN,19,0,2019-05-12 06:05:00,1047,NaN,NaN,1051,NaN,NaN,2,1,0-1,2-1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,home
J1,2019,497762,Finished,11,NaN,1928,NaN,NaN,19,0,2019-05-12 07:00:00,1041,NaN,NaN,1053,NaN,NaN,0,1,0-1,0-1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,away
J1,2019,497763,Finished,11,NaN,1926,NaN,NaN,19,0,2019-05-12 07:00:00,1043,NaN,NaN,1050,NaN,NaN,0,4,0-2,0-4,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,away
J1,2019,497764,Finished,11,NaN,1253,NaN,NaN,19,0,2019-05-12 07:00:00,1039,NaN,NaN,1036,NaN,NaN,1,0,0-0,1-0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,home
J1,2019,497765,Finished,11,NaN,2411,NaN,NaN,19,0,2019-05-12 08:00:00,1040,NaN,NaN,1052,NaN,NaN,2,0,2-0,2-0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,home
J1,2019,497766,Finished,11,NaN,1443,NaN,NaN,19,0,2019-05-12 09:00:00,1035,NaN,NaN,1044,NaN,NaN,0,1,0-0,0-1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,away
J1,2019,497767,Finished,12,NaN,1589,NaN,NaN,20,0,2019-05-17 12:00:00,1050,NaN,NaN,1040,NaN,NaN,1,1,0-1,1-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,draw
J1,2019,497768,Finished,12,NaN,1930,NaN,NaN,20,0,2019-05-17 12:00:00,1051,NaN,NaN,1046,NaN,NaN,0,1,0-0,0-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,away
J1,2019,497769,Finished,12,NaN,2412,NaN,NaN,20,0,2019-05-17 12:30:00,1052,NaN,NaN,1035,NaN,NaN,2,3,2-0,2-3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,away
J1,2019,497770,Finished,12,NaN,1253,NaN,NaN,20,0,2019-05-18 07:00:00,1039,NaN,NaN,1049,NaN,NaN,2,0,0-0,2-0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,home
J1,2019,497771,Finished,12,NaN,1343,NaN,NaN,20,0,2019-05-18 07:00:00,1048,NaN,NaN,1041,NaN,NaN,4,1,1-0,4-1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,home
J1,2019,497772,Finished,12,NaN,2277,NaN,NaN,20,0,2019-05-18 07:00:00,1036,NaN,NaN,1047,NaN,NaN,2,0,2-0,2-0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,home
J1,2019,497773,Finished,12,NaN,2522,NaN,NaN,20,0,2019-05-18 08:00:00,1053,NaN,NaN,1042,NaN,NaN,5,0,1-0,5-0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,home
J1,2019,497774,Finished,12,NaN,2414,NaN,NaN,20,0,2019-05-18 09:00:00,1044,NaN,NaN,1043,NaN,NaN,1,1,0-1,1-1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,draw
J1,2019,497775,Finished,12,NaN,2862,NaN,NaN,20,0,2019-05-18 12:00:00,1037,NaN,NaN,1045,NaN,NaN,1,0,0-0,1-0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,home
J1,2019,497776,Finished,13,NaN,3173,NaN,NaN,21,0,2019-05-25 07:00:00,1049,NaN,NaN,1037,NaN,NaN,0,0,0-0,0-0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,draw
J1,2019,497777,Finished,13,NaN,1926,NaN,NaN,21,0,2019-05-25 07:00:00,1043,NaN,NaN,1047,NaN,NaN,4,3,3-2,4-3,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,home
J1,2019,497778,Finished,13,NaN,1590,NaN,NaN,21,0,2019-05-25 08:00:00,1045,NaN,NaN,1039,NaN,NaN,1,0,0-0,1-0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,home
J1,2019,497779,Finished,13,NaN,1343,NaN,NaN,21,0,2019-05-26 06:00:00,1048,NaN,NaN,1036,NaN,NaN,4,0,1-0,4-0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,home
J1,2019,497780,Finished,13,NaN,2412,NaN,NaN,21,0,2019-05-26 07:00:00,1052,NaN,NaN,1051,NaN,NaN,0,4,0-2,0-4,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,away
J1,2019,497781,Finished,13,NaN,2413,NaN,NaN,21,0,2019-05-26 07:00:00,1046,NaN,NaN,1053,NaN,NaN,1,0,0-0,1-0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,home
J1,2019,497782,Finished,13,NaN,1928,NaN,NaN,21,0,2019-05-26 08:00:00,1041,NaN,NaN,1035,NaN,NaN,4,1,0-0,4-1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,home
J1,2019,497783,Finished,13,NaN,4808,NaN,NaN,21,0,2019-05-26 08:00:00,1040,NaN,NaN,1042,NaN,NaN,0,1,0-1,0-1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,away
J1,2019,497784,Finished,13,NaN,2414,NaN,NaN,21,0,2019-05-26 09:00:00,1044,NaN,NaN,1050,NaN,NaN,0,1,0-1,0-1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,away
J1,2019,497785,Finished,14,NaN,1443,NaN,NaN,22,0,2019-05-31 12:00:00,1035,NaN,NaN,1048,NaN,NaN,1,2,1-1,1-2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,away
